Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,26.240000,26.490000,26.166668,26.303333,21.114305,20634000
2014-01-03,26.270000,26.376667,26.173332,26.216667,21.044741,14872200
2014-01-06,26.286667,26.303333,25.930000,26.070000,20.927008,21840600
2014-01-07,26.056667,26.283333,25.973333,26.150000,20.991222,15036900
2014-01-08,26.166668,26.170000,25.866667,25.943333,20.825329,17865600
2014-01-09,26.129999,26.133333,25.830000,26.030001,20.894892,17748900
2014-01-10,26.103333,26.240000,25.846666,26.013332,20.881517,15543900
2014-01-13,25.866667,25.990000,25.746668,25.830000,20.734356,18473700
2014-01-14,25.820000,26.000000,25.793333,25.986668,20.860113,12264600
2014-01-15,25.986668,26.033333,25.856667,25.886667,20.779840,14977200
2014-01-16,25.796667,25.823334,25.450001,25.586666,20.539021,21604500
2014-01-17,25.576668,25.606667,25.343332,25.396667,20.386497,34322100
2014-01-21,25.416668,25.463333,24.953333,25.280001,20.292850,26913300
2014-01-22,25.360001,25.360001,25.010000,25.116667,20.161741,17561100
2014-01-23,24.946667,25.040001,24.823334,24.986668,20.057388,18018900
2014-01-24,24.910000,25.040001,24.743334,24.806667,19.912897,27998400
2014-01-27,24.709999,24.790001,24.610001,24.716667,19.840658,27266100
2014-01-28,24.753332,25.133333,24.700001,24.889999,19.979788,18070200
2014-01-29,25.096666,25.123333,24.690001,24.700001,19.827272,25301100
2014-01-30,24.846666,25.030001,24.786667,24.916668,20.001194,20198700
2014-01-31,24.639999,25.063334,24.546667,24.893333,19.982470,31634400
2014-02-03,24.730000,24.833332,24.180000,24.219999,19.441961,31292100
2014-02-04,24.223333,24.366667,24.100000,24.243334,19.460697,23266500
2014-02-05,24.090000,24.386667,24.090000,24.290001,19.498146,14322900
2014-02-06,24.323334,24.403334,24.166668,24.273333,19.484781,22059300
2014-02-07,24.350000,24.600000,24.166668,24.583332,19.733618,21862800
2014-02-10,24.530001,24.586666,24.320000,24.586666,19.736298,18612300
2014-02-11,24.633333,24.950001,24.556667,24.933332,20.014574,19533600
2014-02-12,24.740000,25.059999,24.740000,24.986668,20.057388,16019400
2014-02-13,24.893333,25.163334,24.853333,25.120001,20.164417,15750600
2014-02-14,25.133333,25.330000,25.033333,25.263332,20.279472,14726700
2014-02-18,25.163334,25.216667,24.953333,25.110001,20.156393,17981400
2014-02-19,25.003332,25.106667,24.803333,24.950001,20.027952,24390900
2014-02-20,24.350000,24.666668,24.270000,24.506666,19.672083,39237300
2014-02-21,24.396667,24.466667,24.273333,24.373333,19.565048,26913000
2014-02-24,24.413334,24.606667,24.379999,24.450001,19.626595,21964500
2014-02-25,24.393333,24.580000,24.363333,24.450001,19.626595,28448100
2014-02-26,24.646667,25.033333,24.596666,24.926666,20.009220,27066600
2014-02-27,24.926666,24.926666,24.696667,24.853333,19.950350,16344600
2014-02-28,24.826668,25.063334,24.733334,24.900000,19.987822,22333800
